timestamp,x,y,z,qx,qy,qz,qw,relative_time
1743161012.4617305,-0.020449724048376083,1.0955708026885986,-0.01633232831954956,0.00020125602753605227,0.00048121685978046744,0.008733838535821548,-0.999961797840978,0.0
1743161012.6616986,-0.02300645224750042,1.1036181449890137,-0.01582852005958557,0.00026284598076506063,0.0004921042571484497,0.008759000204382583,-0.9999615028130384,0.1999680995941162
1743161012.861776,-0.022986439988017082,1.1112557649612427,-0.017220497131347656,0.000299250388049772,0.00045380019591239874,0.008763172742385139,-0.99996146066619,0.40004563331604004
1743161013.0616808,-0.021698586642742157,1.116064429283142,-0.01805981993675232,0.0003220620816930711,0.0004108778700843233,0.00878454119458022,-0.9999613342256445,0.5999503135681152
1743161013.2616878,-0.020284408703446388,1.1190446615219116,-0.018514558672904968,0.0002945457563745013,0.0003920366133079575,0.008790821075008282,-0.9999612920787959,0.799957275390625
1743161013.46206,-0.01947365142405033,1.122209906578064,-0.01915322244167328,0.00028647997526903455,0.000374374295257492,0.00878593204058098,-0.9999612920787959,1.0003294944763184
1743161013.6616666,-0.01703813672065735,1.1253105401992798,-0.01889859139919281,0.0003077925926650509,0.0003407472659934844,0.008817710764358222,-0.999961039197705,1.1999361515045166
1743161013.8618002,-0.01235071662813425,1.1244065761566162,-0.017651155591011047,0.0002905145334056636,0.0002850846062764518,0.008849110166498864,-0.9999608284634625,1.4000697135925293
1743161014.0617197,-0.008744713850319386,1.1192004680633545,-0.016645774245262146,0.0001971073309026143,0.00022905464207387198,0.008862259983234255,-0.9999607441697653,1.5999891757965088
1743161014.261651,-0.006748203653842211,1.1143523454666138,-0.016111448407173157,0.00014223995950234154,0.0002427770581140829,0.008854420669411278,-0.9999608284634623,1.7999205589294434
1743161014.4616768,-0.0059525868855416775,1.1128497123718262,-0.01475389301776886,0.0001570434792499855,0.0002793553211489017,0.008868539863662428,-0.9999606177292197,1.9999463558197021
1743161014.6616745,-0.004254363942891359,1.1157872676849365,-0.012801304459571838,0.0002043565451150169,0.00027359723691821485,0.008847719320497993,-0.9999608706103109,2.199944019317627
1743161014.8618479,-0.003141595283523202,1.1197521686553955,-0.01175910234451294,0.00020560037877178768,0.00030165752257281785,0.008844600453708218,-0.9999608706103108,2.4001173973083496
