timestamp,x,y,z,qx,qy,qz,qw,relative_time
1743161013.46206,-0.6556146144866943,0.9612113833427429,-0.12859906256198883,0.002471502638889598,0.00017915382299216794,-0.10609832695205063,0.9943526002132087,0.0
1743161013.6616666,-0.6556922197341919,0.962600588798523,-0.13275845348834991,0.002487579027418472,0.00016300219575325669,-0.10610979089484562,0.9943513358077534,0.19960665702819824
1743161013.8618002,-0.6554938554763794,0.9645432233810425,-0.13721780478954315,0.002445782195313571,0.00016047289093422228,-0.10611371055175717,0.9943510407798138,0.39974021911621094
1743161014.0617197,-0.6548022627830505,0.9650325179100037,-0.1417284905910492,0.0024532121414068226,0.00016529302514233803,-0.10611126603454352,0.9943512936609049,0.5996596813201904
1743161014.261651,-0.6527633666992188,0.96319979429245,-0.1463959813117981,0.0024641746025589567,0.0001731451805832701,-0.1061317494029198,0.9943490177310852,0.799591064453125
1743161014.4616768,-0.6502130627632141,0.9592006802558899,-0.14786383509635925,0.0025012228348529216,0.00019926651312853188,-0.106147933792748,0.9943472475634478,0.9996168613433838
1743161014.6616745,-0.6499506235122681,0.9554333090782166,-0.14871203899383545,0.002531559757747971,0.00016905389050936412,-0.10614586859717101,0.9943473740039934,1.1996145248413086
1743161014.8618479,-0.6513308882713318,0.9539881944656372,-0.15206564962863922,0.002519777902591779,0.0001325968665474406,-0.10615526734438885,0.9943464046264776,1.3997879028320312
1743161015.0618129,-0.65263831615448,0.9540324807167053,-0.1571677029132843,0.002496725058181463,0.00010513177393364033,-0.10613786069595388,0.9943483012346606,1.5997529029846191
1743161015.2616727,-0.6552895307540894,0.9541957378387451,-0.16171015799045563,0.0024998568489072387,0.00011329451542814971,-0.10615054689735559,0.9943469103886597,1.7996127605438232
1743161015.4616952,-0.6587340235710144,0.9538262486457825,-0.16659072041511536,0.0025162369910904196,0.00010142770803042798,-0.10615235921184157,0.9943467839481143,1.9996352195739746
1743161015.661676,-0.6625024080276489,0.9521162509918213,-0.1716538667678833,0.0025664441774248315,7.879394488137948e-05,-0.10614009447892497,0.994347921913024,2.199615955352783
1743161015.861631,-0.6655339002609253,0.9509618878364563,-0.1764085739850998,0.002563593173613647,9.762337872587534e-05,-0.10614907175765775,0.9943469525355082,2.399570941925049
1743161016.0617244,-0.6672821640968323,0.9513541460037231,-0.17901447415351868,0.002545701507148519,9.070520403338996e-05,-0.10616399174203056,0.9943453509552649,2.5996644496917725
1743161016.26171,-0.669769287109375,0.951797366142273,-0.18003417551517487,0.002524695089796759,5.8515548483194705e-05,-0.10617794234888778,0.9943439601092641,2.799649953842163
1743161016.4617157,-0.6721364855766296,0.9520646333694458,-0.1827535182237625,0.002508808197450057,8.23467925019463e-05,-0.10619416888556443,0.9943422320884749,2.9996557235717773
