timestamp,x,y,z,qx,qy,qz,qw,relative_time,drone_id
1753815293.954805,0.028771061450242996,0.038917530328035355,-0.024816691875457764,-0.0020908355135436764,-1.924085952580071e-05,0.06571013998897074,-0.9978366694453618,0.0,drone1
1753815294.1548092,0.02633088454604149,0.0340692475438118,-0.02482493221759796,-0.002150032655592688,9.332621117527302e-05,0.06567224997215937,-0.9978389032283329,0.20000433921813965,drone1
1753815294.3548028,0.024981601163744926,0.026903193444013596,-0.023848548531532288,-0.0022522087994564922,0.00012688316976016735,0.0656486477369933,-0.9978403362211823,0.3999979496002197,drone1
1753815294.5548065,0.024642392992973328,0.018121466040611267,-0.023006990551948547,-0.002360361975592812,0.00014968156903621174,0.06562567770455491,-0.9978415584797891,0.6000015735626221,drone1
1753815294.7548237,0.022055741399526596,0.011853125877678394,-0.021189242601394653,-0.002363729772206635,0.00028471447403679814,0.06564350582147493,-0.9978403362211823,0.8000187873840332,drone1
1753815294.954931,0.017372803762555122,0.009806027635931969,-0.02080032229423523,-0.002227010581675296,0.000490758480287352,0.06571966517673411,-0.9978355736273006,1.0001261234283447,drone1
1753815295.1548831,0.014555886387825012,0.010644125752151012,-0.02157863974571228,-0.002064071935467005,0.0005627203551707192,0.06576488874518632,-0.9978329183758443,1.2000782489776611,drone1
1753815295.3548827,0.012035807594656944,0.011905408464372158,-0.019370928406715393,-0.001931870236783331,0.0005726789063794655,0.06578166319089362,-0.9978320754388741,1.4000778198242188,drone1
1753815295.554857,0.010441184975206852,0.013207889162003994,-0.016688942909240723,-0.0018822232660300536,0.0005471495641878487,0.06579864837084354,-0.9978310217676614,1.6000521183013916,drone1
1753815295.7548723,0.009205508045852184,0.016864517703652382,-0.01402100920677185,-0.0017521319966993056,0.0005882989647233392,0.06585719034342524,-0.9978273549918408,1.80006742477417,drone1
1753815295.9548645,0.009034113958477974,0.021026071161031723,-0.012630552053451538,-0.0015735933777546347,0.0006047284565855875,0.06590346758309018,-0.9978246575935361,2.0000596046447754,drone1
1753815296.1548495,0.010043911635875702,0.023518411442637444,-0.011895939707756042,-0.001537153434790887,0.0005925712722188773,0.06591177051224689,-0.9978241096845055,2.200044631958008,drone1
1753815296.3548534,0.009494297206401825,0.02386394701898098,-0.013653397560119629,-0.001621011957369994,0.0006019657800565365,0.06587350117379898,-0.9978264699080222,2.4000484943389893,drone1
1753815296.55486,0.008475054986774921,0.023446597158908844,-0.015209421515464783,-0.0016995310422374082,0.0006050480976261495,0.06582869907383188,-0.9978293780405694,2.60005521774292,drone1
1753815296.7548718,0.00781924370676279,0.022821057587862015,-0.01728101074695587,-0.0017082629719819735,0.0005992088246328986,0.06583059568201488,-0.9978291673063269,2.8000669479370117,drone1
1753815296.9549072,0.008803016506135464,0.022153887897729874,-0.018415719270706177,-0.0016942774622659444,0.000530099682240049,0.06588049755065173,-0.99782596414584,3.0001022815704346,drone1
1753815297.1548483,0.008901257067918777,0.021077057346701622,-0.018734782934188843,-0.0017357069911715182,0.000510700278123894,0.0658860187878067,-0.9978255005305063,3.2000434398651123,drone1
1753815297.3548422,0.006328931078314781,0.021016879007220268,-0.019435256719589233,-0.0017485021405303368,0.0005694778861622884,0.06583691770929151,-0.9978287458378418,3.4000372886657715,drone1
1753815297.554844,0.00024259492056444287,0.022442655637860298,-0.01870906352996826,-0.0017328140051479503,0.0007543070868833376,0.06572227828134186,-0.9978362479768766,3.600039005279541,drone1
1753815297.754846,-0.006147272419184446,0.025435451418161392,-0.015608683228492737,-0.0016249413689720315,0.0009160285782047495,0.06563511859862137,-0.9978419799482742,3.8000411987304688,drone1
1753815297.954898,-0.010335566475987434,0.0279169213026762,-0.012314096093177795,-0.0015439278204059576,0.0009591022252130498,0.06561471952394199,-0.9978433286474265,4.000093221664429,drone1
1753815298.154861,-0.010897938162088394,0.03301403671503067,-0.011845529079437256,-0.001399386788060569,0.0008921669999795988,0.06571675704418684,-0.9978369644733014,4.200056076049805,drone1
1753815298.3548768,-0.010658442974090576,0.03726229816675186,-0.012508928775787354,-0.0012742518070149626,0.000798793785190126,0.06588462794180577,-0.9978261327332341,4.400071859359741,drone1
1753815298.5548923,-0.012408974580466747,0.03882058337330818,-0.013380959630012512,-0.001298875033122627,0.000770426239646199,0.06593629997808015,-0.9978227609853532,4.600087404251099,drone1
1753815298.7548716,-0.014809555374085903,0.03773917257785797,-0.010310381650924683,-0.0014197105211322253,0.0007626088430075789,0.06591088542842816,-0.9978243204187481,4.800066709518433,drone1
1753815298.9548426,-0.018223466351628304,0.034243274480104446,-0.005683183670043945,-0.001552775633404412,0.0007885776196016632,0.06584210177165833,-0.9978285351035991,5.000037670135498,drone1
1753815299.154839,-0.0221258495002985,0.030924079939723015,-0.0014446526765823364,-0.0016223679005119302,0.0007896445440226588,0.06581761445267353,-0.9978300945369941,5.200034141540527,drone1
1753815299.3548512,-0.023952381685376167,0.025643860921263695,0.0013822466135025024,-0.0016919852334697837,0.0007398181198909559,0.0658639759860355,-0.9978269756702043,5.400046348571777,drone1
1753815299.5548487,-0.024073148146271706,0.019484512507915497,0.0033341795206069946,-0.0017942362867713715,0.0006378230757668464,0.0659973286147239,-0.9978180405383199,5.600043773651123,drone1
1753815299.754883,-0.02418753132224083,0.016004370525479317,0.0041608065366744995,-0.0017932852661837811,0.0005511231394309529,0.06606813532022227,-0.9978133200912868,5.8000781536102295,drone1
1753815299.954859,-0.023557625710964203,0.015023830346763134,0.00492250919342041,-0.0017295637998878332,0.000501455918434055,0.06609852319799853,-0.9978115077768008,6.000054121017456,drone1
1753815300.15485,-0.022244475781917572,0.01379508338868618,0.00856006145477295,-0.0016706679007921924,0.0004510131789609439,0.06614071219335799,-0.9978087682316475,6.200045108795166,drone1
1753815300.3548374,-0.022358950227499008,0.014106986112892628,0.013371080160140991,-0.0016044168827230197,0.000431346364615516,0.06613523310305158,-0.9978093582875267,6.4000325202941895,drone1
1753815300.5548563,-0.021519217640161514,0.014047476463019848,0.016830354928970337,-0.0015706664355298735,0.00042271338118327544,0.06615348268845672,-0.9978081360289199,6.600051403045654,drone1
1753815300.7548385,-0.020850015804171562,0.016052722930908203,0.016026154160499573,-0.0015450000749215648,0.0004153746435043793,0.06612558147474257,-0.9978101590776485,6.8000335693359375,drone1
1753815300.9548578,-0.020217085257172585,0.020701318979263306,0.011791273951530457,-0.001460958147696985,0.0004533563214793779,0.06604225715523654,-0.9978156803148033,7.0000529289245605,drone1
1753815301.1548536,-0.018526315689086914,0.025744907557964325,0.006382554769515991,-0.0013770513867326683,0.000448070802099277,0.06594793250826919,-0.997822086635777,7.2000486850738525,drone1
1753815301.3548532,-0.015320131555199623,0.028754454106092453,-0.002549588680267334,-0.0013112267350733828,0.00043160735403583594,0.06591522655382465,-0.9978243625655967,7.40004825592041,drone1
1753815301.5548527,-0.009067025035619736,0.03024946339428425,-0.012854710221290588,-0.001208716297553713,0.00037418647116098125,0.06587261608998018,-0.9978272706981439,7.600047826766968,drone1
1753815301.75486,-0.0015135136200115085,0.029494507238268852,-0.022323593497276306,-0.0011699722308336294,0.0002655879543011384,0.06591973626661535,-0.997824236125051,7.800055027008057,drone1
1753815301.954843,0.006740501616150141,0.026117080822587013,-0.028814151883125305,-0.0012140686592013745,0.0001782570911675658,0.06609097891211518,-0.9978128143291046,8.000038146972656,drone1
1753815302.1548386,0.013175060972571373,0.022075440734624863,-0.029444441199302673,-0.001276510326564121,0.00011760682950265892,0.06632493606819906,-0.9977972621420041,8.20003366470337,drone1
1753815302.3548331,0.01774059236049652,0.01935320533812046,-0.02636149525642395,-0.0013047181750648626,9.244425544295689e-05,0.06644109278269511,-0.9977895071218781,8.400028228759766,drone1
1753815302.554833,0.021543625742197037,0.01861829310655594,-0.02324768900871277,-0.0013262545561094213,9.23382297771716e-05,0.06648235454738732,-0.9977867675767249,8.600028038024902,drone1
1753815302.7548366,0.025473376736044884,0.01821133680641651,-0.02121812105178833,-0.001321634495954637,6.452447900542623e-05,0.06655716520349414,-0.997781752101752,8.800031661987305,drone1
1753815302.9548385,0.028459101915359497,0.01760241948068142,-0.019435957074165344,-0.0013528307371145402,4.206679419419959e-05,0.06673519349160412,-0.9977697823967749,9.000033617019653,drone1
1753815303.1548336,0.029287682846188545,0.018553974106907845,-0.01687633991241455,-0.0013631232527068974,7.753571328092653e-05,0.06677898406720695,-0.9977668742642276,9.200028657913208,drone1
1753815303.3548343,0.026624776422977448,0.020729217678308487,-0.01416635513305664,-0.0013263564658720318,0.00015068626100120258,0.06663791856524098,-0.9977763573051428,9.400029420852661,drone1
1753815303.5548325,0.021279120817780495,0.023807579651474953,-0.01070067286491394,-0.0012986691144867874,0.0002600861442091968,0.06640994626164554,-0.9977914880237582,9.600027561187744,drone1
1753815303.7548072,0.01773088052868843,0.025659266859292984,-0.0050100237131118774,-0.001265499133118396,0.00032745812850805135,0.06625585738348977,-0.9978018561484918,9.800002336502075,drone1
